fipstate,fipscty,naics,empflag,emp,est
53,001,443111,A,0,1
53,001,44312/,A,0,1
53,001,443120,A,0,1
53,001,444///,,119,14
53,001,4441//,,35,5
53,001,44413/,A,0,2
53,001,444130,A,0,2
53,001,44419/,A,0,3
53,001,444190,A,0,3
53,001,4442//,,84,9
53,001,44422/,,84,9
53,001,444220,,84,9
53,001,445///,C,0,8
53,001,4451//,,158,6
53,001,44511/,,158,6
53,001,445110,,158,6
53,001,4453//,A,0,2
53,001,44531/,A,0,2
53,001,445310,A,0,2
53,001,446///,,39,3
53,001,4461//,,39,3
53,001,44611/,,39,3
53,001,446110,,39,3
53,001,447///,,97,12
53,001,4471//,,97,12
53,001,44711/,,82,7
53,001,447110,,82,7
53,001,44719/,,15,5
53,001,447190,,15,5
53,001,448///,,12,4
53,001,4481//,A,0,3
53,001,44811/,A,0,1
53,001,448110,A,0,1
53,001,44814/,A,0,1
53,001,448140,A,0,1
53,001,44819/,A,0,1
53,001,448190,A,0,1
53,001,4483//,A,0,1
53,001,44831/,A,0,1
53,001,448310,A,0,1
53,001,451///,A,0,2
53,001,4511//,A,0,1
53,001,45112/,A,0,1
53,001,451120,A,0,1
53,001,4512//,A,0,1
53,001,45121/,A,0,1
53,001,451211,A,0,1
53,001,452///,A,0,2
53,001,4529//,A,0,2
53,001,45299/,A,0,2
53,001,452990,A,0,2
53,001,453///,,12,5
53,001,4531//,A,0,1
53,001,45311/,A,0,1
53,001,453110,A,0,1
53,001,4532//,A,0,3
53,001,45322/,A,0,3
53,001,453220,A,0,3
53,001,4539//,A,0,1
53,001,45392/,A,0,1
53,001,453920,A,0,1
53,001,454///,,14,4
53,001,4541//,A,0,1
53,001,45411/,A,0,1
53,001,454110,A,0,1
53,001,4543//,A,0,3
53,001,45431/,A,0,2
53,001,454311,A,0,1
53,001,454312,A,0,1
53,001,45439/,A,0,1
53,001,454390,A,0,1
53,001,48----,,138,51
53,001,481///,A,0,1
53,001,4812//,A,0,1
53,001,48121/,A,0,1
53,001,481219,A,0,1
53,001,484///,C,0,47
53,001,4841//,B,0,15
53,001,48411/,,23,8
53,001,484110,,23,8
53,001,48412/,A,0,7
53,001,484121,A,0,7
53,001,4842//,,94,32
53,001,48422/,,28,15
53,001,484220,,28,15
53,001,48423/,,66,17
53,001,484230,,66,17
53,001,492///,A,0,1
53,001,4921//,A,0,1
53,001,49211/,A,0,1
53,001,492110,A,0,1
53,001,493///,A,0,2
53,001,4931//,A,0,2
53,001,49313/,A,0,2
53,001,493130,A,0,2
53,001,51----,,36,7
53,001,511///,B,0,2
53,001,5111//,B,0,2
53,001,51111/,B,0,2
53,001,511110,B,0,2
53,001,512///,A,0,1
53,001,5121//,A,0,1
53,001,51213/,A,0,1
53,001,512131,A,0,1
53,001,513///,,8,4
53,001,5131//,A,0,1
53,001,51311/,A,0,1
53,001,513112,A,0,1
53,001,5132//,A,0,1
53,001,51322/,A,0,1
53,001,513220,A,0,1
53,001,5133//,A,0,2
53,001,51331/,A,0,2
53,001,513310,A,0,2
53,001,52----,,104,24
53,001,522///,,62,11
53,001,5221//,B,0,10
53,001,52211/,B,0,8
53,001,522110,B,0,8
53,001,52212/,A,0,2
53,001,522120,A,0,2
53,001,5223//,A,0,1
53,001,52231/,A,0,1
53,001,522310,A,0,1
53,001,524///,,42,13
53,001,5241//,A,0,2
53,001,52412/,A,0,1
53,001,524127,A,0,1
53,001,52413/,A,0,1
53,001,524130,A,0,1
53,001,5242//,B,0,11
53,001,52421/,,37,10
53,001,524210,,37,10
53,001,52429/,A,0,1
53,001,524292,A,0,1
53,001,53----,,28,12
53,001,531///,A,0,9
53,001,5311//,A,0,6
53,001,53111/,,9,4
53,001,531110,,9,4
53,001,53113/,A,0,1
53,001,531130,A,0,1
53,001,53119/,A,0,1
53,001,531190,A,0,1
53,001,5312//,A,0,1
53,001,53121/,A,0,1
53,001,531210,A,0,1
53,001,5313//,A,0,2
53,001,53139/,A,0,2
53,001,531390,A,0,2
53,001,532///,A,0,3
53,001,5322//,A,0,3
53,001,53223/,A,0,2
53,001,532230,A,0,2
53,001,53229/,A,0,1
53,001,532292,A,0,1
53,001,54----,,59,19
53,001,541///,,59,19
53,001,5411//,A,0,9
53,001,54111/,A,0,8
53,001,541110,A,0,8
53,001,54119/,A,0,1
53,001,541191,A,0,1
53,001,5412//,A,0,3
53,001,54121/,A,0,3
53,001,541211,A,0,2
53,001,541219,A,0,1
53,001,5413//,A,0,2
53,001,54132/,A,0,1
53,001,541320,A,0,1
53,001,54138/,A,0,1
53,001,541380,A,0,1
53,001,5416//,,7,3
53,001,54161/,,7,3
53,001,541611,A,0,2
53,001,541613,A,0,1
53,001,5419//,A,0,2
53,001,54194/,A,0,1
53,001,541940,A,0,1
53,001,54199/,A,0,1
53,001,541990,A,0,1
53,001,56----,B,0,10
53,001,561///,B,0,8
53,001,5613//,A,0,1
53,001,56132/,A,0,1
53,001,561320,A,0,1
53,001,5615//,A,0,2
53,001,56151/,A,0,2
53,001,561510,A,0,2
53,001,5617//,A,0,5
53,001,56172/,A,0,2
53,001,561720,A,0,2
53,001,56173/,A,0,3
53,001,561730,A,0,3
53,001,562///,A,0,2
53,001,5621//,A,0,2
53,001,56211/,A,0,2
53,001,562111,A,0,1
53,001,562119,A,0,1
53,001,61----,A,0,2
53,001,611///,A,0,2
53,001,6111//,A,0,1
53,001,61111/,A,0,1
53,001,611110,A,0,1
53,001,6116//,A,0,1
53,001,61169/,A,0,1
53,001,611691,A,0,1
53,001,62----,,492,22
53,001,621///,,172,10
53,001,6211//,B,0,2
53,001,62111/,B,0,2
53,001,621111,B,0,2
53,001,6212//,,29,3
53,001,62121/,,29,3
53,001,621210,,29,3
53,001,6213//,A,0,4
53,001,62131/,A,0,3
53,001,621310,A,0,3
53,001,62132/,A,0,1
53,001,621320,A,0,1
53,001,6214//,B,0,1
53,001,62149/,B,0,1
53,001,621498,B,0,1
53,001,622///,C,0,2
53,001,6221//,C,0,2
53,001,62211/,C,0,2
53,001,622110,C,0,2
53,001,623///,B,0,2
53,001,6231//,B,0,2
53,001,62311/,B,0,2
53,001,623110,B,0,2
53,001,624///,B,0,8
53,001,6241//,A,0,1
53,001,62411/,A,0,1
53,001,624110,A,0,1
53,001,6243//,A,0,1
53,001,62431/,A,0,1
53,001,624310,A,0,1
53,001,6244//,B,0,6
53,001,62441/,B,0,6
53,001,624410,B,0,6
53,001,71----,A,0,3
53,001,713///,A,0,3
53,001,7139//,A,0,3
53,001,71391/,A,0,2
53,001,713910,A,0,2
53,001,71395/,A,0,1
53,001,713950,A,0,1
53,001,72----,,364,30
53,001,721///,,24,5
53,001,7211//,,24,5
53,001,72111/,,24,5
53,001,721110,,24,5
53,001,722///,,340,25
53,001,7221//,,181,14
53,001,72211/,,181,14
53,001,722110,,181,14
53,001,7222//,,146,7
53,001,72221/,,146,7
53,001,722211,,146,7
53,001,7224//,,13,4
53,001,72241/,,13,4
53,001,722410,,13,4
53,001,81----,,135,46
53,001,811///,,30,12
53,001,8111//,B,0,9
53,001,81111/,,9,6
53,001,811111,A,0,5
53,001,811113,A,0,1
53,001,81112/,A,0,1
53,001,811121,A,0,1
53,001,81119/,A,0,2
53,001,811191,A,0,1
53,001,811192,A,0,1
53,001,8113//,A,0,3
53,001,81131/,A,0,3
53,001,811310,A,0,3
53,001,812///,,20,7
53,001,8121//,,8,4
53,001,81211/,,8,4
53,001,812112,,8,4
53,001,8122//,,12,3
53,001,81221/,A,0,2
53,001,812210,A,0,2
53,001,81222/,A,0,1
53,001,812220,A,0,1
53,001,813///,,85,27
53,001,8131//,,69,20
53,001,81311/,,69,20
53,001,813110,,69,20
53,001,8134//,,6,3
53,001,81341/,,6,3
53,001,813410,,6,3
53,001,8139//,,10,4
53,001,81391/,A,0,3
53,001,813910,A,0,3
53,001,81393/,A,0,1
53,001,813930,A,0,1
53,001,95----,A,0,1
53,001,99----,,17,14
53,003,------,,3941,436
53,003,11----,B,0,5
53,003,113///,,29,4
53,003,1133//,,29,4
53,003,11331/,,29,4
53,003,113310,,29,4
53,003,114///,A,0,1
53,003,1141//,A,0,1
53,003,11411/,A,0,1
53,003,114111,A,0,1
53,003,21----,B,0,1
53,003,212///,B,0,1
53,003,2123//,B,0,1
53,003,21231/,B,0,1
53,003,212319,B,0,1
53,003,22----,B,0,1
53,003,221///,B,0,1
53,003,2211//,B,0,1
53,003,22112/,B,0,1
53,003,221122,B,0,1
53,003,23----,,350,72
53,003,233///,B,0,27
53,003,2332//,,52,21
53,003,23321/,,52,21
53,003,233210,,52,21
53,003,2333//,A,0,6
53,003,23332/,A,0,6
53,003,233320,A,0,6
53,003,234///,C,0,5
53,003,2341//,,118,3
53,003,23411/,,118,3
53,003,234110,,118,3
53,003,2349//,A,0,2
53,003,23491/,A,0,1
53,003,234910,A,0,1
53,003,23492/,A,0,1
53,003,234920,A,0,1
53,003,235///,,168,40
53,003,2351//,,45,5
53,003,23511/,,45,5
53,003,235110,,45,5
53,003,2352//,A,0,5
53,003,23521/,A,0,5
53,003,235210,A,0,5
53,003,2353//,,37,7
53,003,23531/,,37,7
53,003,235310,,37,7
53,003,2354//,,1,3
53,003,23541/,A,0,1
53,003,235410,A,0,1
53,003,23542/,A,0,1
53,003,235420,A,0,1
53,003,23543/,A,0,1
53,003,235430,A,0,1
53,003,2355//,,29,6
53,003,23551/,B,0,4
53,003,235510,B,0,4
53,003,23552/,A,0,2
53,003,235520,A,0,2
53,003,2356//,A,0,1
53,003,23561/,A,0,1
53,003,235610,A,0,1
53,003,2357//,,17,6
53,003,23571/,,17,6
53,003,235710,,17,6
53,003,2359//,,20,7
53,003,23592/,A,0,1
53,003,235920,A,0,1
53,003,23593/,,4,3
53,003,235930,,4,3
53,003,23594/,A,0,1
53,003,235940,A,0,1
53,003,23599/,A,0,2
53,003,235990,A,0,2
53,003,31----,,379,21
53,003,311///,B,0,4
53,003,3112//,A,0,1
53,003,31121/,A,0,1
53,003,311211,A,0,1
53,003,3113//,A,0,1
53,003,31133/,A,0,1
53,003,311330,A,0,1
53,003,3118//,B,0,2
53,003,31181/,B,0,2
53,003,311811,A,0,1
53,003,311812,B,0,1
53,003,321///,C,0,2
53,003,3211//,C,0,2
53,003,32111/,C,0,2
53,003,321113,C,0,2
53,003,323///,A,0,1
53,003,3231//,A,0,1
53,003,32311/,A,0,1
53,003,323110,A,0,1
53,003,327///,A,0,2
53,003,3273//,A,0,2
53,003,32733/,A,0,1
53,003,327331,A,0,1
53,003,32739/,A,0,1
53,003,327390,A,0,1
53,003,332///,,65,4
53,003,3323//,B,0,1
53,003,33231/,B,0,1
53,003,332312,B,0,1
53,003,3329//,B,0,3
53,003,33299/,B,0,3
53,003,332994,A,0,1
53,003,332999,B,0,2
53,003,333///,A,0,1
53,003,3333//,A,0,1
53,003,33331/,A,0,1
53,003,333311,A,0,1
53,003,336///,B,0,2
53,003,3366//,B,0,2
53,003,33661/,B,0,2
53,003,336612,B,0,2
53,003,337///,B,0,3
53,003,3371//,A,0,2
53,003,33711/,A,0,2
53,003,337110,A,0,2
53,003,3372//,A,0,1
53,003,33721/,A,0,1
53,003,337211,A,0,1
53,003,339///,A,0,2
53,003,3399//,A,0,2
53,003,33992/,A,0,1
53,003,339920,A,0,1
53,003,33999/,A,0,1
53,003,339999,A,0,1
53,003,42----,,143,13
53,003,421///,,97,9
53,003,4211//,A,0,1
53,003,42112/,A,0,1
53,003,421120,A,0,1
53,003,4214//,B,0,1
53,003,42146/,B,0,1
53,003,421460,B,0,1
53,003,4216//,A,0,2
53,003,42161/,A,0,1
53,003,421610,A,0,1
53,003,42169/,A,0,1
53,003,421690,A,0,1
53,003,4217//,A,0,1
53,003,42171/,A,0,1
53,003,421710,A,0,1
53,003,4218//,B,0,2
53,003,42181/,A,0,1
53,003,421810,A,0,1
53,003,42183/,A,0,1
53,003,421830,A,0,1
53,003,4219//,B,0,2
53,003,42193/,A,0,1
53,003,421930,A,0,1
53,003,42199/,B,0,1
53,003,421990,B,0,1
53,003,422///,,46,4
53,003,4224//,A,0,1
53,003,42249/,A,0,1
53,003,422490,A,0,1
53,003,4225//,A,0,1
53,003,42251/,A,0,1
53,003,422510,A,0,1
53,003,4228//,A,0,1
53,003,42281/,A,0,1
53,003,422810,A,0,1
53,003,4229//,B,0,1
53,003,42291/,B,0,1
53,003,422910,B,0,1
53,003,44----,,748,60
53,003,441///,,65,8
53,003,4411//,A,0,4
53,003,44111/,A,0,1
53,003,441110,A,0,1
53,003,44112/,A,0,3
53,003,441120,A,0,3
53,003,4412//,B,0,2
53,003,44121/,A,0,1
53,003,441210,A,0,1
53,003,44122/,A,0,1
53,003,441229,A,0,1
53,003,4413//,B,0,2
53,003,44131/,A,0,1
53,003,441310,A,0,1
53,003,44132/,A,0,1
53,003,441320,A,0,1
53,003,442///,B,0,3
53,003,4421//,A,0,2
53,003,44211/,A,0,2
53,003,442110,A,0,2
53,003,4422//,A,0,1
53,003,44221/,A,0,1
53,003,442210,A,0,1
53,003,443///,A,0,2
53,003,4431//,A,0,2
53,003,44311/,A,0,1
53,003,443111,A,0,1
53,003,44312/,A,0,1
53,003,443120,A,0,1
53,003,444///,,100,7
53,003,4441//,B,0,6
53,003,44413/,A,0,1
53,003,444130,A,0,1
53,003,44419/,B,0,5
53,003,444190,B,0,5
53,003,4442//,A,0,1
53,003,44422/,A,0,1
53,003,444220,A,0,1
53,003,445///,,183,9
53,003,4451//,C,0,6
53,003,44511/,,152,5
53,003,445110,,152,5
53,003,44512/,A,0,1
53,003,445120,A,0,1
53,003,4452//,B,0,2
53,003,44523/,A,0,1
53,003,445230,A,0,1
53,003,44529/,A,0,1
53,003,445299,A,0,1
53,003,4453//,A,0,1
53,003,44531/,A,0,1
53,003,445310,A,0,1
53,003,446///,,92,5
53,003,4461//,,92,5
53,003,44611/,B,0,4
53,003,446110,B,0,4
53,003,44613/,A,0,1
53,003,446130,A,0,1
53,003,447///,,49,6
53,003,4471//,,49,6
53,003,44711/,B,0,5
53,003,447110,B,0,5
53,003,44719/,A,0,1
53,003,447190,A,0,1
53,003,448///,,10,3
53,003,4481//,A,0,1
53,003,44814/,A,0,1
53,003,448140,A,0,1
53,003,4483//,A,0,2
53,003,44831/,A,0,2
53,003,448310,A,0,2
53,003,451///,,29,4
53,003,4511//,,29,4
53,003,45111/,A,0,1
53,003,451110,A,0,1
53,003,45112/,A,0,1
53,003,451120,A,0,1
53,003,45113/,B,0,2
53,003,451130,B,0,2
53,003,452///,C,0,1
53,003,4529//,C,0,1
53,003,45291/,C,0,1
53,003,452910,C,0,1
53,003,453///,B,0,10
53,003,4532//,A,0,3
53,003,45321/,A,0,2
53,003,453210,A,0,2
53,003,45322/,A,0,1
53,003,453220,A,0,1
53,003,4533//,A,0,4
53,003,45331/,A,0,4
53,003,453310,A,0,4
53,003,4539//,A,0,3
53,003,45393/,A,0,1
53,003,453930,A,0,1
53,003,45399/,A,0,2
53,003,453998,A,0,2
53,003,454///,B,0,2
53,003,4543//,B,0,2
53,003,45439/,B,0,2
53,003,454390,B,0,2
53,003,48----,,50,14
53,003,481///,A,0,1
53,003,4812//,A,0,1
53,003,48121/,A,0,1
53,003,481219,A,0,1
53,003,483///,A,0,1
53,003,4832//,A,0,1
53,003,48321/,A,0,1
53,003,483211,A,0,1
53,003,484///,,31,9
53,003,4841//,,12,4
53,003,48411/,A,0,3
53,003,484110,A,0,3
53,003,48412/,A,0,1
53,003,484122,A,0,1
53,003,4842//,,19,5
53,003,48421/,A,0,1
53,003,484210,A,0,1
53,003,48422/,A,0,3
53,003,484220,A,0,3
53,003,48423/,A,0,1
53,003,484230,A,0,1
53,003,487///,A,0,1
53,003,4872//,A,0,1
53,003,48721/,A,0,1
53,003,487210,A,0,1
53,003,493///,A,0,2
53,003,4931//,A,0,2
53,003,49313/,A,0,1
53,003,493130,A,0,1
53,003,49319/,A,0,1
53,003,493190,A,0,1
53,003,51----,,51,7
53,003,511///,A,0,1
53,003,5112//,A,0,1
53,003,51121/,A,0,1
53,003,511210,A,0,1
53,003,513///,B,0,6
53,003,5131//,A,0,1
53,003,51311/,A,0,1
53,003,513112,A,0,1
53,003,5133//,B,0,5
53,003,51331/,B,0,3
53,003,513310,B,0,3
53,003,51332/,A,0,1
53,003,513322,A,0,1
53,003,51333/,A,0,1
53,003,513330,A,0,1
53,003,52----,,101,20
53,003,522///,,50,8
53,003,5221//,B,0,7
53,003,52211/,,28,4
53,003,522110,,28,4
53,003,52212/,A,0,3
53,003,522120,A,0,3
53,003,5222//,A,0,1
53,003,52222/,A,0,1
53,003,522220,A,0,1
53,003,523///,A,0,3
53,003,5231//,A,0,2
53,003,52312/,A,0,2
53,003,523120,A,0,2
53,003,5239//,A,0,1
53,003,52393/,A,0,1
53,003,523930,A,0,1
53,003,524///,B,0,9
53,003,5241//,A,0,1
53,003,52412/,A,0,1
53,003,524126,A,0,1
53,003,5242//,,46,8
53,003,52421/,,46,8
53,003,524210,,46,8
53,003,53----,,57,18
53,003,531///,A,0,11
53,003,5311//,A,0,6
53,003,53111/,A,0,2
53,003,531110,A,0,2
53,003,53112/,A,0,1
53,003,531120,A,0,1
53,003,53113/,A,0,1
53,003,531130,A,0,1
53,003,53119/,A,0,2
53,003,531190,A,0,2
53,003,5312//,A,0,1
53,003,53121/,A,0,1
53,003,531210,A,0,1
53,003,5313//,A,0,4
53,003,53131/,A,0,2
53,003,531311,A,0,1
53,003,531312,A,0,1
53,003,53132/,A,0,2
53,003,531320,A,0,2
53,003,532///,B,0,7
53,003,5322//,,30,6
53,003,53221/,A,0,1
53,003,532210,A,0,1
53,003,53223/,B,0,4
53,003,532230,B,0,4
53,003,53229/,A,0,1
53,003,532291,A,0,1
53,003,5323//,A,0,1
53,003,53231/,A,0,1
53,003,532310,A,0,1
53,003,54----,,147,33
53,003,541///,,147,33
53,003,5411//,B,0,11
53,003,54111/,B,0,10
53,003,541110,B,0,10
53,003,54119/,A,0,1
53,003,541191,A,0,1
53,003,5412//,B,0,6
53,003,54121/,B,0,6
53,003,541211,A,0,2
53,003,541219,A,0,4
53,003,5413//,A,0,6
53,003,54131/,,8,3
53,003,541310,,8,3
53,003,54132/,A,0,1
53,003,541320,A,0,1
53,003,54133/,A,0,1
53,003,541330,A,0,1
53,003,54137/,A,0,1
53,003,541370,A,0,1
53,003,5415//,A,0,1
53,003,54151/,A,0,1
53,003,541511,A,0,1
53,003,5416//,A,0,2
53,003,54161/,A,0,2
53,003,541611,A,0,1
53,003,541613,A,0,1
53,003,5417//,B,0,2
53,003,54171/,B,0,2
53,003,541710,B,0,2
53,003,5418//,A,0,1
53,003,54181/,A,0,1
53,003,541810,A,0,1
53,003,5419//,B,0,4
53,003,54192/,A,0,2
53,003,541921,A,0,2
53,003,54194/,B,0,2
53,003,541940,B,0,2
53,003,55----,A,0,1
53,003,551///,A,0,1
53,003,5511//,A,0,1
53,003,55111/,A,0,1
53,003,551114,A,0,1
53,003,56----,B,0,14
53,003,561///,B,0,13
53,003,5614//,A,0,4
53,003,56141/,A,0,1
53,003,561410,A,0,1
53,003,56142/,A,0,2
53,003,561421,A,0,1
53,003,561422,A,0,1
53,003,56144/,A,0,1
53,003,561440,A,0,1
53,003,5615//,A,0,1
53,003,56152/,A,0,1
53,003,561520,A,0,1
53,003,5617//,B,0,7
53,003,56171/,A,0,1
53,003,561710,A,0,1
53,003,56172/,A,0,3
53,003,561720,A,0,3
53,003,56173/,A,0,3
53,003,561730,A,0,3
53,003,5619//,A,0,1
53,003,56199/,A,0,1
53,003,561990,A,0,1
53,003,562///,A,0,1
53,003,5621//,A,0,1
53,003,56211/,A,0,1
53,003,562111,A,0,1
53,003,61----,C,0,4
53,003,611///,C,0,4
53,003,6111//,C,0,2
53,003,61111/,C,0,2
53,003,611110,C,0,2
53,003,6114//,A,0,1
53,003,61143/,A,0,1
53,003,611430,A,0,1
53,003,6116//,A,0,1
53,003,61162/,A,0,1
53,003,611620,A,0,1
53,003,62----,,787,53
53,003,621///,,165,31
53,003,6211//,,87,14
53,003,62111/,,87,14
53,003,621111,B,0,13
53,003,621112,A,0,1
53,003,6212//,,30,7
53,003,62121/,,30,7
53,003,621210,,30,7
53,003,6213//,B,0,8
53,003,62131/,A,0,5
53,003,621310,A,0,5
53,003,62132/,A,0,2
53,003,621320,A,0,2
53,003,62139/,A,0,1
53,003,621399,A,0,1
53,003,6214//,A,0,1
53,003,62149/,A,0,1
53,003,621498,A,0,1
53,003,6215//,A,0,1
53,003,62151/,A,0,1
53,003,621511,A,0,1
53,003,622///,C,0,1
53,003,6221//,C,0,1
53,003,62211/,C,0,1
53,003,622110,C,0,1
53,003,623///,,253,7
53,003,6231//,C,0,3
53,003,62311/,C,0,3
53,003,623110,C,0,3
53,003,6232//,A,0,1
53,003,62321/,A,0,1
53,003,623210,A,0,1
53,003,6233//,B,0,3
53,003,62331/,B,0,3
53,003,623311,B,0,1
53,003,623312,A,0,2
53,003,624///,C,0,14
53,003,6241//,B,0,7
53,003,62411/,A,0,1
53,003,624110,A,0,1
53,003,62412/,B,0,3
53,003,624120,B,0,3
53,003,62419/,B,0,3
53,003,624190,B,0,3
53,003,6243//,A,0,2
53,003,62431/,A,0,2
53,003,624310,A,0,2
53,003,6244//,,73,5
53,003,62441/,,73,5
53,003,624410,,73,5
53,003,71----,,111,8
53,003,711///,A,0,2
53,003,7111//,A,0,1
53,003,71111/,A,0,1
53,003,711110,A,0,1
53,003,7115//,A,0,1
53,003,71151/,A,0,1
53,003,711510,A,0,1
53,003,713///,C,0,6
53,003,7139//,C,0,6
53,003,71391/,B,0,2
53,003,713910,B,0,2
53,003,71393/,A,0,1
53,003,713930,A,0,1
53,003,71395/,B,0,1
53,003,713950,B,0,1
53,003,71399/,A,0,2
53,003,713990,A,0,2
53,003,72----,,529,41
53,003,721///,,103,9
53,003,7211//,B,0,7
53,003,72111/,B,0,7
53,003,721110,B,0,7
53,003,7212//,A,0,1
53,003,72121/,A,0,1
53,003,721211,A,0,1
53,003,7213//,A,0,1
53,003,72131/,A,0,1
53,003,721310,A,0,1
53,003,722///,,426,32
53,003,7221//,,193,17
53,003,72211/,,193,17
53,003,722110,,193,17
53,003,7222//,,219,10
53,003,72221/,,219,10
53,003,722211,C,0,9
53,003,722213,A,0,1
53,003,7223//,A,0,1
53,003,72231/,A,0,1
53,003,722310,A,0,1
53,003,7224//,A,0,4
53,003,72241/,A,0,4
53,003,722410,A,0,4
53,003,81----,,212,43
53,003,811///,,33,14
53,003,8111//,B,0,11
53,003,81111/,B,0,9
53,003,811111,A,0,7
53,003,811118,A,0,2
53,003,81112/,A,0,1
53,003,811121,A,0,1
53,003,81119/,A,0,1
53,003,811191,A,0,1
53,003,8113//,A,0,1
53,003,81131/,A,0,1
53,003,811310,A,0,1
53,003,8114//,A,0,2
53,003,81143/,A,0,1
53,003,811430,A,0,1
53,003,81149/,A,0,1
53,003,811490,A,0,1
53,003,812///,,33,9
53,003,8121//,,24,6
53,003,81211/,,24,6
53,003,812112,,24,6
53,003,8122//,A,0,2
53,003,81221/,A,0,1
53,003,812210,A,0,1
53,003,81222/,A,0,1
53,003,812220,A,0,1
53,003,8129//,A,0,1
53,003,81293/,A,0,1
53,003,812930,A,0,1
53,003,813///,,146,20
53,003,8131//,,76,12
53,003,81311/,,76,12
53,003,813110,,76,12
53,003,8133//,B,0,2
53,003,81331/,B,0,2
53,003,813311,A,0,1
53,003,813312,A,0,1
53,003,8134//,B,0,3
53,003,81341/,B,0,3
53,003,813410,B,0,3
53,003,8139//,A,0,3
53,003,81391/,A,0,2
53,003,813910,A,0,2
53,003,81392/,A,0,1
53,003,813920,A,0,1
53,003,99----,,3,7
53,005,------,,48406,3293
53,005,11----,,364,14
53,005,115///,,364,14
53,005,1151//,E,0,10
53,005,11511/,E,0,10
53,005,115112,B,0,6
